Tour,Tour Description,Year,Tournament Sequence Number,Tournament Permanent Number,Tournament Name,Player Number,Player First Name,Player Last Name,Round,Hole Number,Hole Sequence Number,Shot Sequence Number,Club Head Speed,Ball Speed,Smash Factor,Vertical Launch Angle,Horizontal Launch Angle,Valid Launch Spin,Launch Spin,Valid Apex,Apex Range,Apex Side,Apex Height,Valid Actual,Actual Flight Time,Actual Landing Angle,Actual Landing Speed,Actual Range,Actual Side,Actual Height,Valid Flat,Flat Flight Time,Flat Landing Angle,Flat Landing Speed,Flat Range,Flat Side,X Coordinate of Impact,Y Coordinate of Impact,Z Coordinate of Impact,Distance of Impact,Course Number,Course Name,Valid Calculated Drive,Valid Stored Drive,Club,Total Distance,Ending Location Code,Ending Location Description,Weather,Trajectory Sequence,Trajectory X Coordinate,Trajectory Y Coordinate,Trajectory Z Coordinate,Trajectory Time,Extrapolated
R,PGA TOUR,2017,390,30,John Deere Classic,29222,Billy,Hurley III,1,17,17,1,110.712,159.688,1.442,6.533,-4.158,Y,2807,Y,526.296,-57.206,80.073,Y,2421.42,-34.562,86.446,408.665,-37.322,71.5,N,0,0,0,0,0,12913.304,10402.346,627.467,159.688,669,TPC Deere Run,Y,Y,CDR,5378,OUK,Unknown,  NW 8-15,1,12636.78,9682.275,613.722,11:57:08,N
R,PGA TOUR,2017,390,30,John Deere Classic,29222,Billy,Hurley III,1,17,17,1,110.712,159.688,1.442,6.533,-4.158,Y,2807,Y,526.296,-57.206,80.073,Y,2421.42,-34.562,86.446,408.665,-37.322,71.5,N,0,0,0,0,0,12913.304,10402.346,627.467,159.688,669,TPC Deere Run,Y,Y,CDR,5378,OUK,Unknown,  NW 8-15,2,12656.577,9722.115,621.215,11:57:08,N
R,PGA TOUR,2017,390,30,John Deere Classic,29222,Billy,Hurley III,1,17,17,1,110.712,159.688,1.442,6.533,-4.158,Y,2807,Y,526.296,-57.206,80.073,Y,2421.42,-34.562,86.446,408.665,-37.322,71.5,N,0,0,0,0,0,12913.304,10402.346,627.467,159.688,669,TPC Deere Run,Y,Y,CDR,5378,OUK,Unknown,  NW 8-15,3,12675.038,9760.062,628.591,11:57:08,N
R,PGA TOUR,2017,390,30,John Deere Classic,29222,Billy,Hurley III,1,17,17,1,110.712,159.688,1.442,6.533,-4.158,Y,2807,Y,526.296,-57.206,80.073,Y,2421.42,-34.562,86.446,408.665,-37.322,71.5,N,0,0,0,0,0,12913.304,10402.346,627.467,159.688,669,TPC Deere Run,Y,Y,CDR,5378,OUK,Unknown,  NW 8-15,4,12692.249,9796.215,635.792,11:57:08,N
R,PGA TOUR,2017,390,30,John Deere Classic,29222,Billy,Hurley III,1,17,17,1,110.712,159.688,1.442,6.533,-4.158,Y,2807,Y,526.296,-57.206,80.073,Y,2421.42,-34.562,86.446,408.665,-37.322,71.5,N,0,0,0,0,0,12913.304,10402.346,627.467,159.688,669,TPC Deere Run,Y,Y,CDR,5378,OUK,Unknown,  NW 8-15,5,12708.295,9830.672,642.766,11:57:08,N
R,PGA TOUR,2017,390,30,John Deere Classic,29222,Billy,Hurley III,1,17,17,1,110.712,159.688,1.442,6.533,-4.158,Y,2807,Y,526.296,-57.206,80.073,Y,2421.42,-34.562,86.446,408.665,-37.322,71.5,N,0,0,0,0,0,12913.304,10402.346,627.467,159.688,669,TPC Deere Run,Y,Y,CDR,5378,OUK,Unknown,  NW 8-15,6,12723.257,9863.528,649.46,11:57:09,N
R,PGA TOUR,2017,390,30,John Deere Classic,29222,Billy,Hurley III,1,17,17,1,110.712,159.688,1.442,6.533,-4.158,Y,2807,Y,526.296,-57.206,80.073,Y,2421.42,-34.562,86.446,408.665,-37.322,71.5,N,0,0,0,0,0,12913.304,10402.346,627.467,159.688,669,TPC Deere Run,Y,Y,CDR,5378,OUK,Unknown,  NW 8-15,7,12737.212,9894.875,655.827,11:57:09,N
R,PGA TOUR,2017,390,30,John Deere Classic,29222,Billy,Hurley III,1,17,17,1,110.712,159.688,1.442,6.533,-4.158,Y,2807,Y,526.296,-57.206,80.073,Y,2421.42,-34.562,86.446,408.665,-37.322,71.5,N,0,0,0,0,0,12913.304,10402.346,627.467,159.688,669,TPC Deere Run,Y,Y,CDR,5378,OUK,Unknown,  NW 8-15,8,12750.231,9924.805,661.822,11:57:09,N
R,PGA TOUR,2017,390,30,John Deere Classic,29222,Billy,Hurley III,1,17,17,1,110.712,159.688,1.442,6.533,-4.158,Y,2807,Y,526.296,-57.206,80.073,Y,2421.42,-34.562,86.446,408.665,-37.322,71.5,N,0,0,0,0,0,12913.304,10402.346,627.467,159.688,669,TPC Deere Run,Y,Y,CDR,5378,OUK,Unknown,  NW 8-15,9,12762.384,9953.405,667.403,11:57:09,N
R,PGA TOUR,2017,390,30,John Deere Classic,29222,Billy,Hurley III,1,17,17,1,110.712,159.688,1.442,6.533,-4.158,Y,2807,Y,526.296,-57.206,80.073,Y,2421.42,-34.562,86.446,408.665,-37.322,71.5,N,0,0,0,0,0,12913.304,10402.346,627.467,159.688,669,TPC Deere Run,Y,Y,CDR,5378,OUK,Unknown,  NW 8-15,10,12773.735,9980.759,672.532,11:57:09,N
R,PGA TOUR,2017,390,30,John Deere Classic,29222,Billy,Hurley III,1,17,17,1,110.712,159.688,1.442,6.533,-4.158,Y,2807,Y,526.296,-57.206,80.073,Y,2421.42,-34.562,86.446,408.665,-37.322,71.5,N,0,0,0,0,0,12913.304,10402.346,627.467,159.688,669,TPC Deere Run,Y,Y,CDR,5378,OUK,Unknown,  NW 8-15,11,12784.346,10006.947,677.174,11:57:10,N
R,PGA TOUR,2017,390,30,John Deere Classic,29222,Billy,Hurley III,1,17,17,1,110.712,159.688,1.442,6.533,-4.158,Y,2807,Y,526.296,-57.206,80.073,Y,2421.42,-34.562,86.446,408.665,-37.322,71.5,N,0,0,0,0,0,12913.304,10402.346,627.467,159.688,669,TPC Deere Run,Y,Y,CDR,5378,OUK,Unknown,  NW 8-15,12,12794.275,10032.049,681.298,11:57:10,N
R,PGA TOUR,2017,390,30,John Deere Classic,29222,Billy,Hurley III,1,17,17,1,110.712,159.688,1.442,6.533,-4.158,Y,2807,Y,526.296,-57.206,80.073,Y,2421.42,-34.562,86.446,408.665,-37.322,71.5,N,0,0,0,0,0,12913.304,10402.346,627.467,159.688,669,TPC Deere Run,Y,Y,CDR,5378,OUK,Unknown,  NW 8-15,13,12803.576,10056.139,684.874,11:57:10,N
R,PGA TOUR,2017,390,30,John Deere Classic,29222,Billy,Hurley III,1,17,17,1,110.712,159.688,1.442,6.533,-4.158,Y,2807,Y,526.296,-57.206,80.073,Y,2421.42,-34.562,86.446,408.665,-37.322,71.5,N,0,0,0,0,0,12913.304,10402.346,627.467,159.688,669,TPC Deere Run,Y,Y,CDR,5378,OUK,Unknown,  NW 8-15,14,12812.299,10079.288,687.877,11:57:10,Y
R,PGA TOUR,2017,390,30,John Deere Classic,29222,Billy,Hurley III,1,17,17,1,110.712,159.688,1.442,6.533,-4.158,Y,2807,Y,526.296,-57.206,80.073,Y,2421.42,-34.562,86.446,408.665,-37.322,71.5,N,0,0,0,0,0,12913.304,10402.346,627.467,159.688,669,TPC Deere Run,Y,Y,CDR,5378,OUK,Unknown,  NW 8-15,15,12820.494,10101.564,690.285,11:57:10,Y
R,PGA TOUR,2017,390,30,John Deere Classic,29222,Billy,Hurley III,1,17,17,1,110.712,159.688,1.442,6.533,-4.158,Y,2807,Y,526.296,-57.206,80.073,Y,2421.42,-34.562,86.446,408.665,-37.322,71.5,N,0,0,0,0,0,12913.304,10402.346,627.467,159.688,669,TPC Deere Run,Y,Y,CDR,5378,OUK,Unknown,  NW 8-15,16,12828.203,10123.031,692.08,11:57:11,Y
R,PGA TOUR,2017,390,30,John Deere Classic,29222,Billy,Hurley III,1,17,17,1,110.712,159.688,1.442,6.533,-4.158,Y,2807,Y,526.296,-57.206,80.073,Y,2421.42,-34.562,86.446,408.665,-37.322,71.5,N,0,0,0,0,0,12913.304,10402.346,627.467,159.688,669,TPC Deere Run,Y,Y,CDR,5378,OUK,Unknown,  NW 8-15,17,12835.468,10143.75,693.245,11:57:11,Y
R,PGA TOUR,2017,390,30,John Deere Classic,29222,Billy,Hurley III,1,17,17,1,110.712,159.688,1.442,6.533,-4.158,Y,2807,Y,526.296,-57.206,80.073,Y,2421.42,-34.562,86.446,408.665,-37.322,71.5,N,0,0,0,0,0,12913.304,10402.346,627.467,159.688,669,TPC Deere Run,Y,Y,CDR,5378,OUK,Unknown,  NW 8-15,18,12842.329,10163.778,693.767,11:57:11,Y
R,PGA TOUR,2017,390,30,John Deere Classic,29222,Billy,Hurley III,1,17,17,1,110.712,159.688,1.442,6.533,-4.158,Y,2807,Y,526.296,-57.206,80.073,Y,2421.42,-34.562,86.446,408.665,-37.322,71.5,N,0,0,0,0,0,12913.304,10402.346,627.467,159.688,669,TPC Deere Run,Y,Y,CDR,5378,OUK,Unknown,  NW 8-15,19,12848.82,10183.168,693.635,11:57:11,Y
R,PGA TOUR,2017,390,30,John Deere Classic,29222,Billy,Hurley III,1,17,17,1,110.712,159.688,1.442,6.533,-4.158,Y,2807,Y,526.296,-57.206,80.073,Y,2421.42,-34.562,86.446,408.665,-37.322,71.5,N,0,0,0,0,0,12913.304,10402.346,627.467,159.688,669,TPC Deere Run,Y,Y,CDR,5378,OUK,Unknown,  NW 8-15,20,12854.975,10201.972,692.842,11:57:11,Y
R,PGA TOUR,2017,390,30,John Deere Classic,29222,Billy,Hurley III,1,17,17,1,110.712,159.688,1.442,6.533,-4.158,Y,2807,Y,526.296,-57.206,80.073,Y,2421.42,-34.562,86.446,408.665,-37.322,71.5,N,0,0,0,0,0,12913.304,10402.346,627.467,159.688,669,TPC Deere Run,Y,Y,CDR,5378,OUK,Unknown,  NW 8-15,21,12860.824,10220.236,691.383,11:57:12,Y
R,PGA TOUR,2017,390,30,John Deere Classic,29222,Billy,Hurley III,1,17,17,1,110.712,159.688,1.442,6.533,-4.158,Y,2807,Y,526.296,-57.206,80.073,Y,2421.42,-34.562,86.446,408.665,-37.322,71.5,N,0,0,0,0,0,12913.304,10402.346,627.467,159.688,669,TPC Deere Run,Y,Y,CDR,5378,OUK,Unknown,  NW 8-15,22,12866.396,10238.003,689.254,11:57:12,Y
R,PGA TOUR,2017,390,30,John Deere Classic,29222,Billy,Hurley III,1,17,17,1,110.712,159.688,1.442,6.533,-4.158,Y,2807,Y,526.296,-57.206,80.073,Y,2421.42,-34.562,86.446,408.665,-37.322,71.5,N,0,0,0,0,0,12913.304,10402.346,627.467,159.688,669,TPC Deere Run,Y,Y,CDR,5378,OUK,Unknown,  NW 8-15,23,12871.716,10255.315,686.454,11:57:12,Y
R,PGA TOUR,2017,390,30,John Deere Classic,29222,Billy,Hurley III,1,17,17,1,110.712,159.688,1.442,6.533,-4.158,Y,2807,Y,526.296,-57.206,80.073,Y,2421.42,-34.562,86.446,408.665,-37.322,71.5,N,0,0,0,0,0,12913.304,10402.346,627.467,159.688,669,TPC Deere Run,Y,Y,CDR,5378,OUK,Unknown,  NW 8-15,24,12876.808,10272.209,682.984,11:57:12,Y
R,PGA TOUR,2017,390,30,John Deere Classic,29222,Billy,Hurley III,1,17,17,1,110.712,159.688,1.442,6.533,-4.158,Y,2807,Y,526.296,-57.206,80.073,Y,2421.42,-34.562,86.446,408.665,-37.322,71.5,N,0,0,0,0,0,12913.304,10402.346,627.467,159.688,669,TPC Deere Run,Y,Y,CDR,5378,OUK,Unknown,  NW 8-15,25,12881.694,10288.719,678.846,11:57:12,Y
R,PGA TOUR,2017,390,30,John Deere Classic,29222,Billy,Hurley III,1,17,17,1,110.712,159.688,1.442,6.533,-4.158,Y,2807,Y,526.296,-57.206,80.073,Y,2421.42,-34.562,86.446,408.665,-37.322,71.5,N,0,0,0,0,0,12913.304,10402.346,627.467,159.688,669,TPC Deere Run,Y,Y,CDR,5378,OUK,Unknown,  NW 8-15,26,12886.394,10304.879,674.044,11:57:13,Y
R,PGA TOUR,2017,390,30,John Deere Classic,29222,Billy,Hurley III,1,17,17,1,110.712,159.688,1.442,6.533,-4.158,Y,2807,Y,526.296,-57.206,80.073,Y,2421.42,-34.562,86.446,408.665,-37.322,71.5,N,0,0,0,0,0,12913.304,10402.346,627.467,159.688,669,TPC Deere Run,Y,Y,CDR,5378,OUK,Unknown,  NW 8-15,27,12890.926,10320.716,668.582,11:57:13,Y
R,PGA TOUR,2017,390,30,John Deere Classic,29222,Billy,Hurley III,1,17,17,1,110.712,159.688,1.442,6.533,-4.158,Y,2807,Y,526.296,-57.206,80.073,Y,2421.42,-34.562,86.446,408.665,-37.322,71.5,N,0,0,0,0,0,12913.304,10402.346,627.467,159.688,669,TPC Deere Run,Y,Y,CDR,5378,OUK,Unknown,  NW 8-15,28,12895.306,10336.26,662.466,11:57:13,Y
R,PGA TOUR,2017,390,30,John Deere Classic,29222,Billy,Hurley III,1,17,17,1,110.712,159.688,1.442,6.533,-4.158,Y,2807,Y,526.296,-57.206,80.073,Y,2421.42,-34.562,86.446,408.665,-37.322,71.5,N,0,0,0,0,0,12913.304,10402.346,627.467,159.688,669,TPC Deere Run,Y,Y,CDR,5378,OUK,Unknown,  NW 8-15,29,12899.551,10351.535,655.702,11:57:13,Y
R,PGA TOUR,2017,390,30,John Deere Classic,29222,Billy,Hurley III,1,17,17,1,110.712,159.688,1.442,6.533,-4.158,Y,2807,Y,526.296,-57.206,80.073,Y,2421.42,-34.562,86.446,408.665,-37.322,71.5,N,0,0,0,0,0,12913.304,10402.346,627.467,159.688,669,TPC Deere Run,Y,Y,CDR,5378,OUK,Unknown,  NW 8-15,30,12903.675,10366.565,648.295,11:57:13,Y
R,PGA TOUR,2017,390,30,John Deere Classic,29222,Billy,Hurley III,1,17,17,1,110.712,159.688,1.442,6.533,-4.158,Y,2807,Y,526.296,-57.206,80.073,Y,2421.42,-34.562,86.446,408.665,-37.322,71.5,N,0,0,0,0,0,12913.304,10402.346,627.467,159.688,669,TPC Deere Run,Y,Y,CDR,5378,OUK,Unknown,  NW 8-15,31,12907.691,10381.373,640.251,11:57:14,Y
R,PGA TOUR,2017,390,30,John Deere Classic,29222,Billy,Hurley III,1,17,17,1,110.712,159.688,1.442,6.533,-4.158,Y,2807,Y,526.296,-57.206,80.073,Y,2421.42,-34.562,86.446,408.665,-37.322,71.5,N,0,0,0,0,0,12913.304,10402.346,627.467,159.688,669,TPC Deere Run,Y,Y,CDR,5378,OUK,Unknown,  NW 8-15,32,12911.611,10395.979,631.575,11:57:14,Y
R,PGA TOUR,2017,390,30,John Deere Classic,29222,Billy,Hurley III,1,17,17,1,110.712,159.688,1.442,6.533,-4.158,Y,2807,Y,526.296,-57.206,80.073,Y,2421.42,-34.562,86.446,408.665,-37.322,71.5,N,0,0,0,0,0,12913.304,10402.346,627.467,159.688,669,TPC Deere Run,Y,Y,CDR,5378,OUK,Unknown,  NW 8-15,33,12915.449,10410.405,622.269,11:57:14,Y
R,PGA TOUR,2017,390,30,John Deere Classic,29222,Billy,Hurley III,1,17,17,1,110.712,159.688,1.442,6.533,-4.158,Y,2807,Y,526.296,-57.206,80.073,Y,2421.42,-34.562,86.446,408.665,-37.322,71.5,N,0,0,0,0,0,12913.304,10402.346,627.467,159.688,669,TPC Deere Run,Y,Y,CDR,5378,OUK,Unknown,  NW 8-15,34,12919.214,10424.67,612.338,11:57:14,Y
R,PGA TOUR,2017,390,30,John Deere Classic,29222,Billy,Hurley III,1,17,17,1,110.712,159.688,1.442,6.533,-4.158,Y,2807,Y,526.296,-57.206,80.073,Y,2421.42,-34.562,86.446,408.665,-37.322,71.5,N,0,0,0,0,0,12913.304,10402.346,627.467,159.688,669,TPC Deere Run,Y,Y,CDR,5378,OUK,Unknown,  NW 8-15,35,12922.92,10438.795,601.781,11:57:14,Y
R,PGA TOUR,2017,390,30,John Deere Classic,29222,Billy,Hurley III,1,17,17,1,110.712,159.688,1.442,6.533,-4.158,Y,2807,Y,526.296,-57.206,80.073,Y,2421.42,-34.562,86.446,408.665,-37.322,71.5,N,0,0,0,0,0,12913.304,10402.346,627.467,159.688,669,TPC Deere Run,Y,Y,CDR,5378,OUK,Unknown,  NW 8-15,36,12926.576,10452.799,590.596,11:57:15,Y
R,PGA TOUR,2017,390,30,John Deere Classic,29222,Billy,Hurley III,1,17,17,1,110.712,159.688,1.442,6.533,-4.158,Y,2807,Y,526.296,-57.206,80.073,Y,2421.42,-34.562,86.446,408.665,-37.322,71.5,N,0,0,0,0,0,12913.304,10402.346,627.467,159.688,669,TPC Deere Run,Y,Y,CDR,5378,OUK,Unknown,  NW 8-15,37,12930.195,10466.704,578.778,11:57:15,Y
R,PGA TOUR,2017,390,30,John Deere Classic,29222,Billy,Hurley III,1,17,17,1,110.712,159.688,1.442,6.533,-4.158,Y,2807,Y,526.296,-57.206,80.073,Y,2421.42,-34.562,86.446,408.665,-37.322,71.5,N,0,0,0,0,0,12913.304,10402.346,627.467,159.688,669,TPC Deere Run,Y,Y,CDR,5378,OUK,Unknown,  NW 8-15,38,12933.789,10480.533,566.319,11:57:15,Y
R,PGA TOUR,2017,390,30,John Deere Classic,29222,Billy,Hurley III,1,17,17,1,110.712,159.688,1.442,6.533,-4.158,Y,2807,Y,526.296,-57.206,80.073,Y,2421.42,-34.562,86.446,408.665,-37.322,71.5,N,0,0,0,0,0,12913.304,10402.346,627.467,159.688,669,TPC Deere Run,Y,Y,CDR,5378,OUK,Unknown,  NW 8-15,39,12937.37,10494.309,553.208,11:57:15,Y
R,PGA TOUR,2017,390,30,John Deere Classic,29222,Billy,Hurley III,1,17,17,1,110.712,159.688,1.442,6.533,-4.158,Y,2807,Y,526.296,-57.206,80.073,Y,2421.42,-34.562,86.446,408.665,-37.322,71.5,N,0,0,0,0,0,12913.304,10402.346,627.467,159.688,669,TPC Deere Run,Y,Y,CDR,5378,OUK,Unknown,  NW 8-15,40,12940.952,10508.059,539.427,11:57:15,Y
R,PGA TOUR,2017,390,30,John Deere Classic,29222,Billy,Hurley III,1,17,17,1,110.712,159.688,1.442,6.533,-4.158,Y,2807,Y,526.296,-57.206,80.073,Y,2421.42,-34.562,86.446,408.665,-37.322,71.5,N,0,0,0,0,0,12913.304,10402.346,627.467,159.688,669,TPC Deere Run,Y,Y,CDR,5378,OUK,Unknown,  NW 8-15,41,12944.55,10521.811,524.956,11:57:16,Y
R,PGA TOUR,2017,390,30,John Deere Classic,29222,Billy,Hurley III,1,17,17,1,110.712,159.688,1.442,6.533,-4.158,Y,2807,Y,526.296,-57.206,80.073,Y,2421.42,-34.562,86.446,408.665,-37.322,71.5,N,0,0,0,0,0,12913.304,10402.346,627.467,159.688,669,TPC Deere Run,Y,Y,CDR,5378,OUK,Unknown,  NW 8-15,42,12946.904,10530.767,515.168,11:57:16,Y
R,PGA TOUR,2017,340,25,FedEx St. Jude Classic,46440,Smylie,Kaufman,1,13,4,1,115.884,174.538,1.506,12.951,0.419,Y,2610,Y,594.876,36.596,140.723,Y,9097.01,-44.987,68.369,963.508,110.233,-74.236,Y,8050,-44.987,69.895,896.374,92.339,12387.101,9729.408,340.122,174.538,513,TPC Southwind,Y,Y,CDR,10672,ORO,Primary Rough,  NNE 5-10,1,11497.929,9669.154,335.105,13:17:33,N
R,PGA TOUR,2017,340,25,FedEx St. Jude Classic,46440,Smylie,Kaufman,1,13,4,1,115.884,174.538,1.506,12.951,0.419,Y,2610,Y,594.876,36.596,140.723,Y,9097.01,-44.987,68.369,963.508,110.233,-74.236,Y,8050,-44.987,69.895,896.374,92.339,12387.101,9729.408,340.122,174.538,513,TPC Southwind,Y,Y,CDR,10672,ORO,Primary Rough,  NNE 5-10,2,11545.038,9676.78,347.61,13:17:33,N
R,PGA TOUR,2017,340,25,FedEx St. Jude Classic,46440,Smylie,Kaufman,1,13,4,1,115.884,174.538,1.506,12.951,0.419,Y,2610,Y,594.876,36.596,140.723,Y,9097.01,-44.987,68.369,963.508,110.233,-74.236,Y,8050,-44.987,69.895,896.374,92.339,12387.101,9729.408,340.122,174.538,513,TPC Southwind,Y,Y,CDR,10672,ORO,Primary Rough,  NNE 5-10,3,11589.22,9683.672,359.726,13:17:33,N
R,PGA TOUR,2017,340,25,FedEx St. Jude Classic,46440,Smylie,Kaufman,1,13,4,1,115.884,174.538,1.506,12.951,0.419,Y,2610,Y,594.876,36.596,140.723,Y,9097.01,-44.987,68.369,963.508,110.233,-74.236,Y,8050,-44.987,69.895,896.374,92.339,12387.101,9729.408,340.122,174.538,513,TPC Southwind,Y,Y,CDR,10672,ORO,Primary Rough,  NNE 5-10,4,11630.718,9689.89,371.408,13:17:33,N
R,PGA TOUR,2017,340,25,FedEx St. Jude Classic,46440,Smylie,Kaufman,1,13,4,1,115.884,174.538,1.506,12.951,0.419,Y,2610,Y,594.876,36.596,140.723,Y,9097.01,-44.987,68.369,963.508,110.233,-74.236,Y,8050,-44.987,69.895,896.374,92.339,12387.101,9729.408,340.122,174.538,513,TPC Southwind,Y,Y,CDR,10672,ORO,Primary Rough,  NNE 5-10,5,11669.757,9695.488,382.617,13:17:33,N
R,PGA TOUR,2017,340,25,FedEx St. Jude Classic,46440,Smylie,Kaufman,1,13,4,1,115.884,174.538,1.506,12.951,0.419,Y,2610,Y,594.876,36.596,140.723,Y,9097.01,-44.987,68.369,963.508,110.233,-74.236,Y,8050,-44.987,69.895,896.374,92.339,12387.101,9729.408,340.122,174.538,513,TPC Southwind,Y,Y,CDR,10672,ORO,Primary Rough,  NNE 5-10,6,11706.543,9700.519,393.314,13:17:34,N
R,PGA TOUR,2017,340,25,FedEx St. Jude Classic,46440,Smylie,Kaufman,1,13,4,1,115.884,174.538,1.506,12.951,0.419,Y,2610,Y,594.876,36.596,140.723,Y,9097.01,-44.987,68.369,963.508,110.233,-74.236,Y,8050,-44.987,69.895,896.374,92.339,12387.101,9729.408,340.122,174.538,513,TPC Southwind,Y,Y,CDR,10672,ORO,Primary Rough,  NNE 5-10,7,11741.27,9705.032,403.466,13:17:34,N
R,PGA TOUR,2017,340,25,FedEx St. Jude Classic,46440,Smylie,Kaufman,1,13,4,1,115.884,174.538,1.506,12.951,0.419,Y,2610,Y,594.876,36.596,140.723,Y,9097.01,-44.987,68.369,963.508,110.233,-74.236,Y,8050,-44.987,69.895,896.374,92.339,12387.101,9729.408,340.122,174.538,513,TPC Southwind,Y,Y,CDR,10672,ORO,Primary Rough,  NNE 5-10,8,11774.111,9709.073,413.04,13:17:34,N
R,PGA TOUR,2017,340,25,FedEx St. Jude Classic,46440,Smylie,Kaufman,1,13,4,1,115.884,174.538,1.506,12.951,0.419,Y,2610,Y,594.876,36.596,140.723,Y,9097.01,-44.987,68.369,963.508,110.233,-74.236,Y,8050,-44.987,69.895,896.374,92.339,12387.101,9729.408,340.122,174.538,513,TPC Southwind,Y,Y,CDR,10672,ORO,Primary Rough,  NNE 5-10,9,11805.23,9712.685,422.009,13:17:34,N
R,PGA TOUR,2017,340,25,FedEx St. Jude Classic,46440,Smylie,Kaufman,1,13,4,1,115.884,174.538,1.506,12.951,0.419,Y,2610,Y,594.876,36.596,140.723,Y,9097.01,-44.987,68.369,963.508,110.233,-74.236,Y,8050,-44.987,69.895,896.374,92.339,12387.101,9729.408,340.122,174.538,513,TPC Southwind,Y,Y,CDR,10672,ORO,Primary Rough,  NNE 5-10,10,11834.773,9715.907,430.348,13:17:34,N
R,PGA TOUR,2017,340,25,FedEx St. Jude Classic,46440,Smylie,Kaufman,1,13,4,1,115.884,174.538,1.506,12.951,0.419,Y,2610,Y,594.876,36.596,140.723,Y,9097.01,-44.987,68.369,963.508,110.233,-74.236,Y,8050,-44.987,69.895,896.374,92.339,12387.101,9729.408,340.122,174.538,513,TPC Southwind,Y,Y,CDR,10672,ORO,Primary Rough,  NNE 5-10,11,11862.878,9718.777,438.034,13:17:35,N
R,PGA TOUR,2017,340,25,FedEx St. Jude Classic,46440,Smylie,Kaufman,1,13,4,1,115.884,174.538,1.506,12.951,0.419,Y,2610,Y,594.876,36.596,140.723,Y,9097.01,-44.987,68.369,963.508,110.233,-74.236,Y,8050,-44.987,69.895,896.374,92.339,12387.101,9729.408,340.122,174.538,513,TPC Southwind,Y,Y,CDR,10672,ORO,Primary Rough,  NNE 5-10,12,11889.667,9721.328,445.048,13:17:35,N
R,PGA TOUR,2017,340,25,FedEx St. Jude Classic,46440,Smylie,Kaufman,1,13,4,1,115.884,174.538,1.506,12.951,0.419,Y,2610,Y,594.876,36.596,140.723,Y,9097.01,-44.987,68.369,963.508,110.233,-74.236,Y,8050,-44.987,69.895,896.374,92.339,12387.101,9729.408,340.122,174.538,513,TPC Southwind,Y,Y,CDR,10672,ORO,Primary Rough,  NNE 5-10,13,11915.254,9723.593,451.372,13:17:35,N
R,PGA TOUR,2017,340,25,FedEx St. Jude Classic,46440,Smylie,Kaufman,1,13,4,1,115.884,174.538,1.506,12.951,0.419,Y,2610,Y,594.876,36.596,140.723,Y,9097.01,-44.987,68.369,963.508,110.233,-74.236,Y,8050,-44.987,69.895,896.374,92.339,12387.101,9729.408,340.122,174.538,513,TPC Southwind,Y,Y,CDR,10672,ORO,Primary Rough,  NNE 5-10,14,11939.74,9725.599,456.992,13:17:35,N
R,PGA TOUR,2017,340,25,FedEx St. Jude Classic,46440,Smylie,Kaufman,1,13,4,1,115.884,174.538,1.506,12.951,0.419,Y,2610,Y,594.876,36.596,140.723,Y,9097.01,-44.987,68.369,963.508,110.233,-74.236,Y,8050,-44.987,69.895,896.374,92.339,12387.101,9729.408,340.122,174.538,513,TPC Southwind,Y,Y,CDR,10672,ORO,Primary Rough,  NNE 5-10,15,11963.22,9727.373,461.895,13:17:35,N
R,PGA TOUR,2017,340,25,FedEx St. Jude Classic,46440,Smylie,Kaufman,1,13,4,1,115.884,174.538,1.506,12.951,0.419,Y,2610,Y,594.876,36.596,140.723,Y,9097.01,-44.987,68.369,963.508,110.233,-74.236,Y,8050,-44.987,69.895,896.374,92.339,12387.101,9729.408,340.122,174.538,513,TPC Southwind,Y,Y,CDR,10672,ORO,Primary Rough,  NNE 5-10,16,11985.778,9728.937,466.071,13:17:36,N
R,PGA TOUR,2017,340,25,FedEx St. Jude Classic,46440,Smylie,Kaufman,1,13,4,1,115.884,174.538,1.506,12.951,0.419,Y,2610,Y,594.876,36.596,140.723,Y,9097.01,-44.987,68.369,963.508,110.233,-74.236,Y,8050,-44.987,69.895,896.374,92.339,12387.101,9729.408,340.122,174.538,513,TPC Southwind,Y,Y,CDR,10672,ORO,Primary Rough,  NNE 5-10,17,12007.491,9730.313,469.511,13:17:36,N
R,PGA TOUR,2017,340,25,FedEx St. Jude Classic,46440,Smylie,Kaufman,1,13,4,1,115.884,174.538,1.506,12.951,0.419,Y,2610,Y,594.876,36.596,140.723,Y,9097.01,-44.987,68.369,963.508,110.233,-74.236,Y,8050,-44.987,69.895,896.374,92.339,12387.101,9729.408,340.122,174.538,513,TPC Southwind,Y,Y,CDR,10672,ORO,Primary Rough,  NNE 5-10,18,12028.427,9731.518,472.21,13:17:36,N
R,PGA TOUR,2017,340,25,FedEx St. Jude Classic,46440,Smylie,Kaufman,1,13,4,1,115.884,174.538,1.506,12.951,0.419,Y,2610,Y,594.876,36.596,140.723,Y,9097.01,-44.987,68.369,963.508,110.233,-74.236,Y,8050,-44.987,69.895,896.374,92.339,12387.101,9729.408,340.122,174.538,513,TPC Southwind,Y,Y,CDR,10672,ORO,Primary Rough,  NNE 5-10,19,12048.65,9732.57,474.163,13:17:36,N
